frame_id,fn_nano,nano_tp,nano_fp,nano_count,fn_medium,medium_tp,medium_fp,medium_count,x_count,mean_iou_nano,mean_iou_medium
4630,6,6,0,6,1,11,2,13,12,0.8739246726036072,0.9496167898178101
4631,8,5,2,7,1,12,2,14,13,0.8740113973617554,0.9192929267883301
4632,7,8,0,8,0,15,0,15,15,0.8498418927192688,0.9392293095588684
4633,9,6,1,7,0,15,0,15,15,0.8618850708007812,0.9383795261383057
4634,6,7,1,8,0,13,3,16,13,0.8909848928451538,0.9420754313468933
4635,3,8,0,8,0,11,0,11,11,0.8615062236785889,0.9472715854644775
4636,3,8,1,9,0,11,1,12,11,0.8961108922958374,0.9580582976341248
4637,5,8,1,9,0,13,0,13,13,0.9068559408187866,0.9583879113197327
4638,6,6,0,6,0,12,1,13,12,0.8193368911743164,0.9575772881507874
4639,5,8,1,9,0,13,2,15,13,0.843410849571228,0.9528016448020935
4640,7,8,0,8,2,13,0,13,15,0.8307629227638245,0.9155206680297852
4641,5,9,1,10,1,13,1,14,14,0.7931698560714722,0.9479619264602661
4642,8,6,1,7,1,13,1,14,14,0.8759120106697083,0.9537973999977112
4643,6,6,2,8,0,12,1,13,12,0.8144021034240723,0.9517884850502014
4644,7,6,0,6,0,13,0,13,13,0.8717237114906311,0.9506400227546692
4645,5,7,1,8,0,12,1,13,12,0.8775179982185364,0.9456728100776672
4646,4,8,0,8,0,12,0,12,12,0.8757481575012207,0.9409943222999573
4647,7,6,2,8,2,11,0,11,13,0.8778204917907715,0.9362545609474182
4648,6,6,0,6,0,12,0,12,12,0.8575968742370605,0.940528392791748
4649,6,7,1,8,0,13,3,16,13,0.8512951135635376,0.9433292150497437
4650,4,7,0,7,0,11,3,14,11,0.8268565535545349,0.9490550756454468
4651,8,4,1,5,0,12,1,13,12,0.8735706806182861,0.9330760836601257
4652,9,4,1,5,1,12,2,14,13,0.878687858581543,0.918150007724762
4653,6,6,1,7,0,12,0,12,12,0.8185245394706726,0.9187490940093994
4654,9,4,1,5,0,13,0,13,13,0.9126131534576416,0.9125092029571533
4655,9,5,2,7,0,14,1,15,14,0.8696602582931519,0.8785853981971741
4656,9,4,2,6,0,13,1,14,13,0.9130582809448242,0.8989814519882202
4657,10,4,1,5,1,13,0,13,14,0.9018725156784058,0.9057721495628357
4658,8,4,0,4,0,12,4,16,12,0.8887145519256592,0.8980666995048523
4659,7,5,1,6,0,12,2,14,12,0.8254297375679016,0.892914354801178
4660,10,6,2,8,3,13,0,13,16,0.8508966565132141,0.9045340418815613
4661,8,5,2,7,1,12,1,13,13,0.8261895179748535,0.8968469500541687
4662,8,6,0,6,1,13,0,13,14,0.8701366782188416,0.9083357453346252
4663,7,5,0,5,1,11,1,12,12,0.8531147241592407,0.9121198654174805
4664,4,6,1,7,0,10,1,11,10,0.8946014046669006,0.946874737739563
4665,5,6,1,7,1,10,1,11,11,0.8654114603996277,0.951699435710907
4666,5,7,0,7,2,10,0,10,12,0.8834090828895569,0.9530571699142456
4667,5,8,0,8,1,12,1,13,13,0.8722392320632935,0.9451796412467957
4668,5,7,0,7,1,11,3,14,12,0.7922353744506836,0.9220370650291443
4669,7,6,1,7,1,12,3,15,13,0.8726574778556824,0.9388977885246277
4670,7,6,1,7,1,12,0,12,13,0.8186333775520325,0.9181122779846191
4671,6,5,1,6,1,10,1,11,11,0.8715615272521973,0.9449158906936646
4672,6,4,2,6,1,9,2,11,10,0.9030040502548218,0.9460753202438354
4673,5,4,2,6,0,9,1,10,9,0.866619884967804,0.9499232769012451
4674,6,6,1,7,0,12,1,13,12,0.8582822680473328,0.9302182197570801
4675,8,5,1,6,0,13,1,14,13,0.8738457560539246,0.9274877905845642
4676,8,4,0,4,0,12,1,13,12,0.9356292486190796,0.9297651648521423
4677,2,6,0,6,0,8,4,12,8,0.8649980425834656,0.9645837545394897
4678,6,8,2,10,3,11,2,13,14,0.8800321817398071,0.9656183123588562
4679,5,9,1,10,1,13,1,14,14,0.8566922545433044,0.9425681829452515
4680,6,9,0,9,1,14,2,16,15,0.834166407585144,0.9380111694335938
4681,6,9,3,12,1,14,2,16,15,0.8792474865913391,0.9254685044288635
4682,3,9,3,12,0,12,2,14,12,0.8433944582939148,0.9570572972297668
4683,6,8,1,9,1,13,0,13,14,0.8268736004829407,0.9665664434432983
4684,5,8,2,10,1,12,3,15,13,0.8370090126991272,0.9582492709159851
4685,7,8,2,10,0,15,3,18,15,0.8362640142440796,0.9392747282981873
4686,4,10,0,10,0,14,1,15,14,0.8445642590522766,0.9522163271903992
4687,5,9,0,9,0,14,0,14,14,0.8880870342254639,0.9340534806251526
4688,10,5,0,5,0,15,1,16,15,0.8672665357589722,0.926620364189148
4689,6,9,0,9,2,13,2,15,15,0.8235151767730713,0.9438168406486511
4690,10,7,1,8,3,14,0,14,17,0.8906627297401428,0.9392040967941284
4691,9,7,2,9,1,15,2,17,16,0.7811674475669861,0.9352110624313354
4692,8,7,0,7,2,13,0,13,15,0.7882982492446899,0.950469970703125
4693,7,7,0,7,0,14,2,16,14,0.7607113718986511,0.922429621219635
4694,10,6,3,9,1,15,4,19,16,0.8177895545959473,0.9408766627311707
4695,5,9,1,10,0,14,5,19,14,0.8242664337158203,0.9460901618003845
4696,6,9,0,9,0,15,1,16,15,0.8967875242233276,0.9644995331764221
4697,9,8,1,9,0,17,0,17,17,0.7890762090682983,0.9505934119224548
4698,8,8,1,9,1,15,2,17,16,0.8852581977844238,0.9468896389007568
4699,6,9,0,9,0,15,1,16,15,0.8542864322662354,0.9210197925567627
4700,5,11,0,11,0,16,0,16,16,0.8194499611854553,0.948752760887146
4701,5,11,0,11,1,15,0,15,16,0.8685125112533569,0.9423258304595947
4702,3,11,2,13,0,14,3,17,14,0.8188979625701904,0.9340496063232422
4703,7,10,1,11,1,16,1,17,17,0.8712253570556641,0.9484884142875671
4704,4,11,0,11,1,14,2,16,15,0.8484959006309509,0.9103770852088928
4705,3,10,1,11,0,13,0,13,13,0.8575202226638794,0.959654688835144
4706,7,9,0,9,1,15,0,15,16,0.8236052989959717,0.9462883472442627
4707,8,9,2,11,1,16,1,17,17,0.8526741862297058,0.9568051695823669
4708,7,8,0,8,0,15,2,17,15,0.7927001714706421,0.9242236018180847
4709,8,7,1,8,0,15,2,17,15,0.7197479605674744,0.9449657797813416
4710,8,6,2,8,1,13,3,16,14,0.7899404168128967,0.9388142228126526
4711,9,5,3,8,1,13,0,13,14,0.7596346139907837,0.9431337714195251
4712,8,7,0,7,0,15,2,17,15,0.8196049928665161,0.9325190782546997
4713,9,5,0,5,0,14,2,16,14,0.8597415089607239,0.9322080612182617
4714,8,6,0,6,0,14,2,16,14,0.8451399803161621,0.9536204934120178
4715,7,7,0,7,0,14,1,15,14,0.8270736336708069,0.9454411268234253
4716,11,6,0,6,0,17,2,19,17,0.8105323910713196,0.9336426854133606
4717,10,5,1,6,0,15,1,16,15,0.88965904712677,0.9512602686882019
4718,8,7,1,8,0,15,1,16,15,0.8666091561317444,0.9441882371902466
4719,9,6,2,8,0,15,0,15,15,0.8836469054222107,0.9212291240692139
4720,8,6,1,7,1,13,4,17,14,0.8408529758453369,0.8917532563209534
4721,8,3,1,4,0,11,2,13,11,0.9064497351646423,0.9226958751678467
4722,8,4,1,5,0,12,1,13,12,0.8890398740768433,0.9160673022270203
4723,8,3,1,4,0,11,1,12,11,0.7991791367530823,0.898714005947113
4724,9,3,1,4,1,11,1,12,12,0.7611470222473145,0.9262056350708008
4725,10,3,1,4,0,13,0,13,13,0.7924659848213196,0.9190981388092041
4726,8,3,0,3,0,11,2,13,11,0.7700371146202087,0.9281324744224548
4727,6,5,2,7,0,11,1,12,11,0.8126610517501831,0.914806604385376
4728,6,4,1,5,1,9,3,12,10,0.8869640231132507,0.9153547286987305
4729,6,6,0,6,2,10,0,10,12,0.7750964760780334,0.9237076640129089
4730,6,4,0,4,0,10,1,11,10,0.8916386365890503,0.9247810244560242
4731,7,5,1,6,2,10,0,10,12,0.8453502655029297,0.9055050015449524
4732,5,5,1,6,1,9,0,9,10,0.8441235423088074,0.9331283569335938
4733,6,6,1,7,1,11,1,12,12,0.8335833549499512,0.9112343192100525
4734,6,7,0,7,0,13,1,14,13,0.7630715370178223,0.9437267780303955
4735,3,8,0,8,1,10,1,11,11,0.7455805540084839,0.9639981985092163
4736,7,7,0,7,2,12,3,15,14,0.750944197177887,0.9449155330657959
4737,6,7,1,8,0,13,2,15,13,0.7897896766662598,0.9477776885032654
4738,7,6,1,7,0,13,2,15,13,0.7914755940437317,0.9293057918548584
4739,8,5,1,6,1,12,4,16,13,0.8188998103141785,0.9540651440620422
4740,6,5,1,6,1,10,3,13,11,0.8354179263114929,0.9546302556991577
4741,6,6,1,7,0,12,3,15,12,0.8519696593284607,0.9581448435783386
4742,6,7,4,11,0,13,2,15,13,0.7838923335075378,0.9439591765403748
4743,7,8,2,10,1,14,2,16,15,0.7865980267524719,0.9409643411636353
4744,6,6,0,6,1,11,1,12,12,0.7451874613761902,0.9395889043807983
4745,3,6,1,7,2,7,1,8,9,0.8285894989967346,0.9228507280349731
4746,6,6,2,8,1,11,0,11,12,0.7481830716133118,0.9241989254951477
4747,6,6,0,6,1,11,0,11,12,0.8560073375701904,0.9345104098320007
4748,4,8,0,8,1,11,3,14,12,0.8516491651535034,0.9151630401611328
4749,6,7,3,10,0,13,3,16,13,0.7852573394775391,0.9197947382926941
4750,8,9,0,9,1,16,1,17,17,0.802764892578125,0.8933665752410889
4751,10,8,1,9,2,16,2,18,18,0.8323524594306946,0.9007959365844727
4752,9,8,0,8,1,16,3,19,17,0.8389070630073547,0.94978266954422
4753,9,7,0,7,1,15,2,17,16,0.783179759979248,0.9270612001419067
4754,9,8,1,9,0,17,1,18,17,0.7957805395126343,0.9112076163291931
4755,11,6,0,6,1,16,1,17,17,0.8356130719184875,0.9376531839370728
4756,11,6,1,7,1,16,3,19,17,0.8062174916267395,0.9325131773948669
4757,12,5,2,7,0,17,3,20,17,0.8409640192985535,0.9366498589515686
4758,12,6,0,6,2,16,4,20,18,0.8632697463035583,0.9435330629348755
4759,11,8,2,10,1,18,3,21,19,0.8128399848937988,0.9321380257606506
4760,10,7,1,8,1,16,1,17,17,0.7389824986457825,0.9349988698959351
4761,11,5,2,7,0,16,4,20,16,0.8210654258728027,0.9394561648368835
4762,9,6,1,7,0,15,5,20,15,0.7713144421577454,0.943527340888977
4763,11,8,1,9,2,17,2,19,19,0.8039373159408569,0.9461943507194519
4764,10,6,1,7,1,15,3,18,16,0.818640410900116,0.9370713829994202
4765,11,7,0,7,0,18,1,19,18,0.7725995182991028,0.9483698606491089
4766,12,6,1,7,1,17,1,18,18,0.8724470734596252,0.9600241184234619
4767,12,8,0,8,2,18,2,20,20,0.8111714124679565,0.9415411353111267
4768,12,9,1,10,2,19,3,22,21,0.7732884883880615,0.9515591859817505
4769,11,11,0,11,1,21,1,22,22,0.8521931171417236,0.9259775876998901
4770,8,9,0,9,0,17,4,21,17,0.8665194511413574,0.9484732151031494
4771,9,6,1,7,0,15,4,19,15,0.8260892033576965,0.9480510354042053
4772,12,8,0,8,0,20,1,21,20,0.8194897770881653,0.9279163479804993
4773,8,10,0,10,1,17,3,20,18,0.848737895488739,0.9429831504821777
4774,11,7,3,10,2,16,5,21,18,0.8813274502754211,0.9336912631988525
4775,7,10,1,11,1,16,2,18,17,0.8203105926513672,0.9377931356430054
4776,8,8,0,8,1,15,3,18,16,0.862787663936615,0.9473269581794739
4777,5,6,0,6,1,10,1,11,11,0.8485677242279053,0.9215167760848999
4778,5,5,0,5,0,10,1,11,10,0.8662360906600952,0.9520968198776245
4779,6,6,1,7,0,12,1,13,12,0.8716176152229309,0.9405960440635681
4780,8,6,1,7,0,14,0,14,14,0.9002963900566101,0.9309697151184082
4781,11,3,2,5,0,14,1,15,14,0.9114689230918884,0.9445577263832092
4782,11,6,0,6,1,16,2,18,17,0.8811691403388977,0.9481768608093262
4783,6,10,2,12,0,16,2,18,16,0.8072578310966492,0.9569194316864014
4784,8,8,0,8,0,16,3,19,16,0.8467930555343628,0.9416480660438538
4785,6,5,2,7,0,11,4,15,11,0.8600780367851257,0.9653780460357666
4786,4,8,1,9,1,11,6,17,12,0.8317692279815674,0.9511498808860779
4787,3,9,1,10,3,9,6,15,12,0.7414857745170593,0.9580252170562744
4788,3,7,3,10,1,9,6,15,10,0.8217412233352661,0.9658410549163818
4789,5,7,4,11,1,11,6,17,12,0.8841142654418945,0.9568567276000977
4790,7,7,3,10,2,12,8,20,14,0.8166730999946594,0.9667799472808838
4791,2,8,0,8,0,10,8,18,10,0.8878124952316284,0.9608125686645508
4792,4,9,1,10,1,12,7,19,13,0.8446027040481567,0.9665818810462952
4793,5,7,2,9,1,11,6,17,12,0.9116892218589783,0.9747361540794373
4794,3,8,4,12,0,11,8,19,11,0.9092236161231995,0.9501399397850037
4795,2,9,3,12,0,11,6,17,11,0.8770252466201782,0.9736640453338623
4796,3,9,3,12,1,11,6,17,12,0.8270304799079895,0.9638446569442749
4797,3,9,0,9,1,11,6,17,12,0.8081718683242798,0.9734610915184021
4798,5,7,2,9,1,11,6,17,12,0.8534270524978638,0.9734014272689819
4799,4,9,1,10,1,12,5,17,13,0.8337993621826172,0.9565229415893555
4800,7,7,2,9,0,14,3,17,14,0.7754755616188049,0.9583739638328552
4801,6,7,2,9,0,13,6,19,13,0.8619651198387146,0.9668716192245483
4802,5,7,2,9,0,12,6,18,12,0.8336229920387268,0.959495484828949
4803,5,9,2,11,0,14,5,19,14,0.842315137386322,0.9632948040962219
4804,6,7,3,10,0,13,5,18,13,0.847622811794281,0.9657068252563477
4805,5,7,0,7,0,12,5,17,12,0.9134534597396851,0.9748292565345764
4806,9,8,2,10,0,17,3,20,17,0.840809166431427,0.9617378115653992
4807,6,10,1,11,0,16,3,19,16,0.8961234092712402,0.9651610851287842
4808,6,10,1,11,0,16,4,20,16,0.860569953918457,0.9488891363143921
4809,3,11,1,12,0,14,7,21,14,0.8193060159683228,0.9649926424026489
4810,5,12,0,12,0,17,4,21,17,0.8652994632720947,0.9595437049865723
4811,7,8,0,8,0,15,4,19,15,0.8439729809761047,0.9606500267982483
4812,6,8,2,10,1,13,5,18,14,0.8829033374786377,0.9537725448608398
4813,4,9,1,10,0,13,4,17,13,0.8455827236175537,0.948572039604187
4814,5,9,0,9,0,14,3,17,14,0.8818787932395935,0.9684887528419495
4815,3,9,0,9,0,12,5,17,12,0.868016242980957,0.9653744697570801
4816,4,8,0,8,0,12,6,18,12,0.85845947265625,0.9748483300209045
4817,7,8,0,8,0,15,2,17,15,0.847930908203125,0.9498517513275146
4818,4,9,1,10,0,13,6,19,13,0.8288652300834656,0.9630364179611206
4819,4,8,2,10,0,12,6,18,12,0.8695271015167236,0.9629945755004883
4820,4,10,1,11,0,14,3,17,14,0.8401142358779907,0.9630534052848816
4821,3,11,0,11,0,14,3,17,14,0.8118969202041626,0.9620577692985535
4822,3,10,0,10,0,13,3,16,13,0.8373961448669434,0.9425477385520935
4823,3,8,0,8,0,11,5,16,11,0.8569923043251038,0.9709238409996033
4824,1,10,1,11,0,11,6,17,11,0.83152836561203,0.9734137058258057
4825,3,9,1,10,1,11,6,17,12,0.789768636226654,0.9740892052650452
4826,4,6,3,9,0,10,11,21,10,0.8504219651222229,0.9655335545539856
4827,4,11,1,12,1,14,3,17,15,0.828181803226471,0.9703038930892944
4828,5,9,3,12,0,14,3,17,14,0.8792788982391357,0.9628966450691223
4829,3,10,0,10,0,13,5,18,13,0.806058406829834,0.9681965112686157
4830,5,10,1,11,0,15,3,18,15,0.8125506639480591,0.9638376832008362
4831,4,11,0,11,0,15,3,18,15,0.815591037273407,0.9664508700370789
4832,5,9,2,11,0,14,4,18,14,0.8275402784347534,0.9652071595191956
4833,4,8,2,10,0,12,4,16,12,0.8294730186462402,0.9687182903289795
4834,3,10,2,12,0,13,4,17,13,0.7447111010551453,0.9710355401039124
4835,5,9,3,12,0,14,3,17,14,0.7994101643562317,0.9664862751960754
4836,5,8,3,11,0,13,2,15,13,0.8466549515724182,0.9639885425567627
4837,7,10,3,13,2,15,2,17,17,0.8489900827407837,0.9243854284286499
4838,6,11,1,12,2,15,2,17,17,0.8454113602638245,0.9626728892326355
4839,6,12,1,13,1,17,0,17,18,0.7987880110740662,0.9375147819519043
4840,7,10,0,10,2,15,1,16,17,0.8614791631698608,0.9538028836250305
4841,6,8,0,8,0,14,1,15,14,0.8561344742774963,0.950961709022522
4842,6,9,0,9,1,14,1,15,15,0.8169786930084229,0.9518794417381287
4843,8,7,1,8,1,14,2,16,15,0.8297773003578186,0.962196409702301
4844,6,8,0,8,1,13,1,14,14,0.7977205514907837,0.9603160619735718
4845,4,10,0,10,0,14,0,14,14,0.8422152400016785,0.9207149147987366
4846,4,9,0,9,0,13,1,14,13,0.8118631839752197,0.9488952159881592
4847,6,9,0,9,1,14,0,14,15,0.8686835765838623,0.9465387463569641
4848,4,10,1,11,0,14,1,15,14,0.9017754793167114,0.948955237865448
4849,5,9,2,11,1,13,1,14,14,0.9135768413543701,0.9480500817298889
4850,4,9,1,10,0,13,1,14,13,0.894962728023529,0.9555696249008179
4851,6,7,0,7,0,13,0,13,13,0.9118393659591675,0.9364112615585327
4852,5,7,0,7,0,12,0,12,12,0.8721553683280945,0.9377355575561523
4853,7,6,0,6,2,11,0,11,13,0.9222140908241272,0.9506836533546448
4854,5,9,1,10,1,13,1,14,14,0.8922415971755981,0.9577827453613281
4855,3,10,1,11,0,13,0,13,13,0.8977867364883423,0.9714106917381287
4856,4,9,0,9,0,13,1,14,13,0.9114999771118164,0.9504141211509705
4857,2,11,1,12,0,13,0,13,13,0.8851970434188843,0.96487957239151
4858,4,8,2,10,0,12,1,13,12,0.89056396484375,0.9726474285125732
4859,4,8,1,9,1,11,1,12,12,0.8523193597793579,0.956626832485199
4860,5,8,1,9,1,12,2,14,13,0.8432069420814514,0.9502012133598328
4861,5,9,2,11,0,14,0,14,14,0.863003671169281,0.9588035941123962
4862,4,10,2,12,0,14,1,15,14,0.8778334856033325,0.9500101804733276
4863,7,9,1,10,1,15,1,16,16,0.8210489749908447,0.9531128406524658
4864,8,10,2,12,1,17,0,17,18,0.8265671730041504,0.9542735815048218
4865,7,11,3,14,0,18,1,19,18,0.8175556659698486,0.952948808670044
4866,9,10,3,13,1,18,0,18,19,0.8377643823623657,0.9371677041053772
4867,8,9,1,10,0,17,2,19,17,0.860177755355835,0.9438496828079224
4868,9,8,3,11,0,17,2,19,17,0.8927240371704102,0.9549558162689209
4869,10,8,3,11,1,17,2,19,18,0.8670780658721924,0.9331378936767578
4870,7,11,0,11,0,18,1,19,18,0.8008258938789368,0.9115080237388611
4871,5,11,1,12,0,16,3,19,16,0.8257604837417603,0.9468842148780823
4872,6,10,2,12,0,16,3,19,16,0.7902685403823853,0.9581791758537292
4873,9,8,4,12,0,17,3,20,17,0.7644376158714294,0.9170840978622437
4874,7,7,1,8,0,14,3,17,14,0.7914654612541199,0.9396089911460876
4875,8,6,0,6,0,14,1,15,14,0.7980182766914368,0.9306551814079285
4876,8,6,2,8,0,14,3,17,14,0.7619437575340271,0.9157744646072388
4877,6,8,0,8,1,13,2,15,14,0.773540735244751,0.9416768550872803
4878,9,5,1,6,2,12,3,15,14,0.7915517687797546,0.9575695991516113
4879,7,7,0,7,0,14,0,14,14,0.8679736256599426,0.9394165277481079
4880,5,7,0,7,0,12,2,14,12,0.7924140095710754,0.9455306529998779
4881,10,4,3,7,2,12,3,15,14,0.8807145357131958,0.9183624386787415
4882,4,6,1,7,1,9,4,13,10,0.8201677203178406,0.9619320631027222
4883,6,6,2,8,0,12,3,15,12,0.8718289732933044,0.9295994639396667
4884,6,5,1,6,0,11,5,16,11,0.8483490943908691,0.8965489864349365
4885,4,5,1,6,0,9,3,12,9,0.8919271230697632,0.9202635884284973
4886,6,4,0,4,0,10,4,14,10,0.8510662317276001,0.8999786376953125
4887,8,4,1,5,1,11,4,15,12,0.830366313457489,0.8952609896659851
4888,5,6,2,8,0,11,3,14,11,0.8533229231834412,0.9496516585350037
4889,5,6,3,9,0,11,1,12,11,0.8638498187065125,0.9265058636665344
4890,6,5,2,7,1,10,2,12,11,0.8520431518554688,0.911577045917511
4891,7,4,0,4,1,10,0,10,11,0.8528566956520081,0.8700803518295288
4892,7,2,0,2,1,8,1,9,9,0.8811097145080566,0.8881049156188965
4893,7,2,1,3,1,8,1,9,9,0.9333246946334839,0.9004991054534912
4894,7,2,0,2,0,9,2,11,9,0.8767844438552856,0.8775950074195862
4895,5,2,0,2,0,7,1,8,7,0.899727463722229,0.9003157019615173
4896,5,3,0,3,0,8,1,9,8,0.9344208240509033,0.9017158150672913
4897,5,3,0,3,0,8,0,8,8,0.7530538439750671,0.9194293022155762
4898,6,1,1,2,0,7,0,7,7,0.9499701857566833,0.9287192225456238
4899,6,1,0,1,0,7,0,7,7,0.924991250038147,0.8933873772621155
4900,5,1,0,1,0,6,0,6,6,0.8943973779678345,0.8718907237052917
4901,5,1,0,1,0,6,2,8,6,0.928309440612793,0.8855533003807068
4902,5,1,1,2,1,5,1,6,6,0.8663800358772278,0.9028959274291992
4903,5,1,1,2,0,6,0,6,6,0.8789291977882385,0.7917830944061279
4904,6,1,1,2,1,6,0,6,7,0.8368818163871765,0.7923123836517334
4905,5,1,1,2,0,6,0,6,6,0.9079446792602539,0.8570811152458191
4906,6,0,0,0,0,6,0,6,6,0.0,0.8584936261177063
4907,6,0,0,0,0,6,0,6,6,0.0,0.8343701958656311
4908,4,1,0,1,1,4,2,6,5,0.8583500981330872,0.8010749816894531
4909,6,0,0,0,1,5,1,6,6,0.0,0.7900161147117615
4910,6,0,0,0,0,6,2,8,6,0.0,0.8747503161430359
4911,5,1,1,2,0,6,2,8,6,0.6129341125488281,0.8420498967170715
4912,4,1,0,1,0,5,0,5,5,0.9223350286483765,0.8508979082107544
4913,6,1,0,1,0,7,0,7,7,0.5725222229957581,0.8896026611328125
4914,5,0,1,1,0,5,1,6,5,0.0,0.8784111142158508
4915,5,1,0,1,0,6,0,6,6,0.8934258222579956,0.8833903670310974
4916,4,1,1,2,0,5,0,5,5,0.8537856340408325,0.9395295977592468
4917,5,1,1,2,1,5,1,6,6,0.7794662117958069,0.9242974519729614
4918,4,2,0,2,1,5,1,6,6,0.8809921741485596,0.9172369241714478
4919,4,2,0,2,1,5,3,8,6,0.8183655738830566,0.923847496509552
4920,4,1,0,1,1,4,1,5,5,0.9003532528877258,0.9418379664421082
4921,5,1,1,2,1,5,1,6,6,0.9309916496276855,0.8720293045043945
4922,6,1,1,2,2,5,0,5,7,0.8852696418762207,0.8791745901107788
4923,5,1,1,2,0,6,0,6,6,0.8592633008956909,0.8479166030883789
4924,3,1,1,2,0,4,2,6,4,0.8956697583198547,0.9024317264556885
4925,5,1,1,2,1,5,0,5,6,0.8118485808372498,0.853458046913147
4926,5,0,1,1,0,5,1,6,5,0.0,0.8796039819717407
4927,4,1,1,2,0,5,1,6,5,0.8121045827865601,0.8641956448554993
4928,5,0,1,1,1,4,0,4,5,0.0,0.8451817035675049
4929,5,0,1,1,1,4,0,4,5,0.0,0.8472622632980347
4930,4,1,0,1,1,4,0,4,5,0.5256081223487854,0.8565852642059326
4931,6,1,1,2,2,5,0,5,7,0.956481397151947,0.8463518023490906
4932,6,2,0,2,3,5,0,5,8,0.7849239110946655,0.8834659457206726
4933,4,2,0,2,1,5,0,5,6,0.7652120590209961,0.8877822756767273
4934,5,2,0,2,0,7,0,7,7,0.7618606686592102,0.9162783622741699
4935,7,2,0,2,3,6,1,7,9,0.8559576869010925,0.9384658336639404
4936,5,2,1,3,0,7,1,8,7,0.862228274345398,0.9107599258422852
4937,6,2,2,4,1,7,1,8,8,0.8455196619033813,0.9109126329421997
4938,5,3,1,4,0,8,0,8,8,0.7720630168914795,0.9306328296661377
4939,6,4,1,5,0,10,1,11,10,0.8122247457504272,0.9149038195610046
4940,6,6,3,9,0,12,1,13,12,0.8267472386360168,0.9240310192108154
4941,5,7,2,9,0,12,1,13,12,0.8678238987922668,0.9488698840141296
4942,10,5,3,8,1,14,0,14,15,0.9304534792900085,0.9561082720756531
4943,6,11,1,12,1,16,0,16,17,0.8916128277778625,0.9577007293701172
4944,6,8,2,10,1,13,2,15,14,0.878730297088623,0.9564434289932251
4945,5,11,0,11,0,16,1,17,16,0.8239238262176514,0.9329917430877686
4946,6,9,1,10,1,14,1,15,15,0.8195863962173462,0.9584557414054871
4947,11,9,1,10,3,17,1,18,20,0.87102872133255,0.9599452018737793
4948,9,10,0,10,1,18,0,18,19,0.8656624555587769,0.960002601146698
4949,6,12,0,12,1,17,0,17,18,0.8417269587516785,0.9699842929840088
4950,5,11,2,13,0,16,3,19,16,0.8308714032173157,0.9609665274620056
4951,8,9,0,9,1,16,1,17,17,0.792932391166687,0.9478822946548462
4952,12,5,2,7,3,14,1,15,17,0.8668560981750488,0.9516927599906921
4953,12,6,2,8,1,17,0,17,18,0.8443812727928162,0.9478633999824524
4954,7,9,3,12,0,16,0,16,16,0.8463627696037292,0.9438198804855347
4955,9,9,1,10,1,17,0,17,18,0.8286810517311096,0.9156593084335327
4956,12,7,1,8,1,18,0,18,19,0.8899402618408203,0.9471871852874756
4957,9,6,1,7,1,14,2,16,15,0.7644258141517639,0.9435936808586121
4958,9,6,1,7,1,14,0,14,15,0.8001860976219177,0.9282109141349792
4959,9,5,2,7,1,13,3,16,14,0.9037744402885437,0.944133460521698
4960,11,5,1,6,2,14,3,17,16,0.9116790890693665,0.9396559000015259
4961,8,8,1,9,3,13,1,14,16,0.8653762340545654,0.9327368140220642
4962,8,7,2,9,1,14,2,16,15,0.9100103378295898,0.9447446465492249
4963,8,7,0,7,2,13,1,14,15,0.860105037689209,0.9227765202522278
4964,7,7,2,9,1,13,1,14,14,0.9001420140266418,0.9289292097091675
4965,6,7,1,8,0,13,1,14,13,0.8747367858886719,0.9095923900604248
4966,8,7,0,7,0,15,3,18,15,0.840765655040741,0.9454243183135986
4967,6,9,0,9,0,15,2,17,15,0.8754280805587769,0.9429091811180115
4968,6,8,2,10,0,14,4,18,14,0.8572289943695068,0.9564961791038513
4969,8,6,0,6,0,14,3,17,14,0.9236076474189758,0.9597901701927185
4970,6,8,2,10,0,14,3,17,14,0.8321161866188049,0.9448356628417969
4971,7,7,1,8,1,13,2,15,14,0.736664354801178,0.9367990493774414
4972,9,6,3,9,2,13,2,15,15,0.8308310508728027,0.9448283314704895
4973,7,9,1,10,0,16,2,18,16,0.8711377382278442,0.9267140030860901
4974,6,7,3,10,1,12,3,15,13,0.8250054121017456,0.9455469250679016
4975,7,8,1,9,0,15,0,15,15,0.8980519771575928,0.9257319569587708
4976,5,9,2,11,0,14,1,15,14,0.8312723636627197,0.9451298713684082
4977,7,8,1,9,1,14,0,14,15,0.854473352432251,0.950637936592102
4978,7,8,1,9,0,15,0,15,15,0.9009362459182739,0.9488709568977356
4979,5,8,2,10,0,13,2,15,13,0.8782336711883545,0.9519330263137817
4980,6,7,3,10,0,13,1,14,13,0.8945573568344116,0.9456535577774048
4981,5,7,1,8,0,12,2,14,12,0.785488486289978,0.9442769885063171
4982,6,8,1,9,0,14,0,14,14,0.8055410385131836,0.9211946129798889
4983,7,8,1,9,0,15,1,16,15,0.776164174079895,0.9340752363204956
4984,10,6,0,6,2,14,0,14,16,0.7505612373352051,0.9339357018470764
4985,6,8,0,8,1,13,2,15,14,0.8366888761520386,0.9523544311523438
4986,6,8,1,9,0,14,3,17,14,0.859573245048523,0.9385066032409668
4987,7,5,0,5,1,11,2,13,12,0.885358452796936,0.9517936110496521
4988,8,5,2,7,1,12,3,15,13,0.8626881837844849,0.9229390621185303
4989,9,6,1,7,2,13,3,16,15,0.8633915781974792,0.9315842986106873
